GEN_002_001|data/processed/segments/GEN/GEN_002_001.wav|Kẹnẹ a ma odjúvwu vẹ akpọ́ kugbe obo re vọnrọ ejobi wan.
GEN_002_006|data/processed/segments/GEN/GEN_002_006.wav|ẹkẹvuọvo evwru kọye di muẹ nẹ otọ na kpenu ọ Me rhe kpọrhọ otọ na ejobi -
GEN_002_007|data/processed/segments/GEN/GEN_002_007.wav|kọye Ọrovwohwo Ọghẹnẹ da vwẹ ekpẹn rẹ otọ na vwọ ma ohwo, ọ da wẹn ẹwẹn rẹ arhọ na phihọ iwen rọye, ohwo de hirhe ohwo ọkpokpọ.
GEN_002_010|data/processed/segments/GEN/GEN_002_010.wav|Urhie da va phia vwẹ Idẹn rere ọrhuọrhuọ udju na, Etiyin ọ da jẹn eghọn ẹ́ne.
GEN_002_011|data/processed/segments/GEN/GEN_002_011.wav|Odẹ rẹ ọrẹsosuọ Pishọn, ọna re djẹ nene ubrotọ ri Havila, ra da mrẹ oro;
GEN_002_012|data/processed/segments/GEN/GEN_002_012.wav|oro rẹ otọ na pha yoyovwi; bideliọm vẹ oragha rẹ oniks; je otọ na rhe.
GEN_002_013|data/processed/segments/GEN/GEN_002_013.wav|Odẹ rẹ urhie rivẹ ki Gihọn, urhie nana re djẹ wan ubrotọ ri Kush.
GEN_002_014|data/processed/segments/GEN/GEN_002_014.wav|Odẹ rẹ urhie rerha ki Tigris, rọ djẹ nene obọrhe rẹ Asira. Urhie rẹne ki Yufretis.
GEN_002_015|data/processed/segments/GEN/GEN_002_015.wav|Ọrovwohwo Ọghẹnẹ da reyọ ohwo na o de phio phihọ udju rẹ Idẹn na rere ọ sẹro rọye.
GEN_002_016|data/processed/segments/GEN/GEN_002_016.wav|Ọrovwohwo Ọghẹnẹ de ji urhi kẹ ohwo na, nẹ, Wọ sa re omamọ komamọ rẹ udju na obo ri jẹn we;
GEN_002_018|data/processed/segments/GEN/GEN_002_018.wav|Ọrovwohwo Ọghẹnẹ da ta, Oyoma rere ọsháre ọ́vo vwọ dia sogono-o, Me ma ọchuko ro fori vwọ kẹ.
GEN_002_019|data/processed/segments/GEN/GEN_002_019.wav|Kọye vwẹ evun rẹ otọ na re, Ọrovwohwo Ọghẹnẹ da ma eránvwe keranvwe rẹ ághwá na kugbe ọphran kọphran rẹ enu na, ọ da ghwẹ ayen vwọ kẹ ohwo na sọsa mrẹ obo ro se ayen; obo rẹ ohwo na se eranvwe keranvwe ekpokpọ na, kẹ odẹ yena ese.
GEN_002_020|data/processed/segments/GEN/GEN_002_020.wav|Ohwo na de mu odẹ kẹ uchuru ejobi, vwọ kẹ ephran rẹ obenu na, ji te eránvwe rẹ ághwá na, ẹkẹvuọvo vwọ kẹ ekpuyovwi rẹ ohwo na a gbe mrẹ ọchuko ro fori vwọ kẹ-ẹ.
GEN_002_021|data/processed/segments/GEN/GEN_002_021.wav|Kọye Ọrovwohwo Ọghẹnẹ da vwẹ ovwerhe rode vwó mu ohwo na, rọ vwọ vwerhẹ re ọ da reyọ ubiedada rọye ode ko di;
GEN_002_022|data/processed/segments/GEN/GEN_002_022.wav|ubiedada rẹ Ọrovwohwo Ọghẹnẹ reyọre nẹ omá rẹ ọsháre rhe na o da vwọ ma ayé ọ da reyọ vwọ kẹ ọshare na.
GEN_002_023|data/processed/segments/GEN/GEN_002_023.wav|Etiyin ọsháre na da ta, Ọnana ubeku mẹ́ kugbe uvwo rẹ uvwo mẹ, ke se nẹ Ayé, fikiridie omá rẹ ọshare esiro nurhe.
